Variables with no matching questionnaire question text in the Wave 18 PDF.
(Derived, admin, grid aggregates, and renamed fields often have no verbatim question.)
Total dictionary variables (Pos. lines): 3973
Matched from PDF: 568
Not found in PDF: 3405

variable	variable_label
n_nrkidmis_3	ncrrc no. 3: More non-resident children under 16 check
n_nrcdoby_4	ncrrc no. 4: Non-resident child's DOB: year
n_nrcsex_4	ncrrc no. 4: Non-resident child's sex
n_reltonrc_4	ncrrc no. 4: Child's relationship to Respondent
n_nrkidmis_4	ncrrc no. 4: More non-resident children under 16 check
n_nrcdoby_5	ncrrc no. 5: Non-resident child's DOB: year
n_nrcsex_5	ncrrc no. 5: Non-resident child's sex
n_reltonrc_5	ncrrc no. 5: Child's relationship to Respondent
n_nrkidmis_5	ncrrc no. 5: More non-resident children under 16 check
n_nrcdoby_6	ncrrc no. 6: Non-resident child's DOB: year
n_nrcsex_6	ncrrc no. 6: Non-resident child's sex
n_reltonrc_6	ncrrc no. 6: Child's relationship to Respondent
n_nrkidmis_6	ncrrc no. 6: More non-resident children under 16 check
n_nrcdoby_7	ncrrc no. 7: Non-resident child's DOB: year
n_nrcsex_7	ncrrc no. 7: Non-resident child's sex
n_reltonrc_7	ncrrc no. 7: Child's relationship to Respondent
n_nrkidmis_7	ncrrc no. 7: More non-resident children under 16 check
n_nrcdoby_8	ncrrc no. 8: Non-resident child's DOB: year
n_nrcsex_8	ncrrc no. 8: Non-resident child's sex
n_reltonrc_8	ncrrc no. 8: Child's relationship to Respondent
n_nrkidmis_8	ncrrc no. 8: More non-resident children under 16 check
n_nrcdoby_9	ncrrc no. 9: Non-resident child's DOB: year
n_nrcsex_9	ncrrc no. 9: Non-resident child's sex
n_reltonrc_9	ncrrc no. 9: Child's relationship to Respondent
n_nrkidmis_9	ncrrc no. 9: More non-resident children under 16 check
n_nrcdoby_10	ncrrc no. 10: Non-resident child's DOB: year
n_nrcsex_10	ncrrc no. 10: Non-resident child's sex
n_reltonrc_10	ncrrc no. 10: Child's relationship to Respondent
n_nrkidmis_10	ncrrc no. 10: More non-resident children under 16 check
n_psnumch	number of 10 yr olds answered parenting style of
n_pregm1	pregnancy 1: Month of pregnancy
n_pregy41	pregnancy 1: Year of pregnancy
n_pregfert1	pregnancy 1: Used fertility treatment
n_pregft11	pregnancy 1: In vitro fertilisation treatment
n_pregft21	pregnancy 1: Medication
n_pregft31	pregnancy 1: Sperm donation
n_pregft41	pregnancy 1: Egg donation
n_pregft51	pregnancy 1: Artificial insemination
n_pregft61	pregnancy 1: Other treatment
n_pregft961	pregnancy 1: None of these
n_pregspd1	pregnancy 1: Sperm donation
n_pregout1	pregnancy 1: Outcome of pregnancy
n_pregend1	pregnancy 1: How pregnancy ended
n_endmnth1	pregnancy 1: Month pregnancy ended if not live birth
n_pregsmoke1	pregnancy 1: Smoked during pregnancy
n_smkmnth11	pregnancy 1: trimesters smoked: Months 1 to 3
n_smkmnth21	pregnancy 1: trimesters smoked: Months 4 to 6
n_smkmnth31	pregnancy 1: trimesters smoked: Months 7 to 9
n_pregsmk11	pregnancy 1: No. of cigarettes smoked during first trimester
n_pregsmk21	pregnancy 1: No. of cigarettes smoked during second trimester
n_pregsmk31	pregnancy 1: No. of cigarettes smoked during third trimester
n_aedrof1	pregnancy 1: Freq alcohol while preg
n_aepuwk1	pregnancy 1: Units alcohol per week
n_aepuda1	pregnancy 1: Units alcohol per occasion
n_lchmulti1	pregnancy 1: Pregnancy resulted in multiple births
n_pregm2	pregnancy 2: Month of pregnancy
n_pregy42	pregnancy 2: Year of pregnancy
n_pregfert2	pregnancy 2: Used fertility treatment
n_pregft12	pregnancy 2: In vitro fertilisation treatment
n_pregft22	pregnancy 2: Medication
n_pregft32	pregnancy 2: Sperm donation
n_pregft42	pregnancy 2: Egg donation
n_pregft52	pregnancy 2: Artificial insemination
n_pregft62	pregnancy 2: Other treatment
n_pregft962	pregnancy 2: None of these
n_pregspd2	pregnancy 2: Sperm donation
n_pregout2	pregnancy 2: Outcome of pregnancy
n_pregend2	pregnancy 2: How pregnancy ended
n_endmnth2	pregnancy 2: Month pregnancy ended if not live birth
n_pregsmoke2	pregnancy 2: Smoked during pregnancy
n_smkmnth12	pregnancy 2: trimesters smoked: Months 1 to 3
n_smkmnth22	pregnancy 2: trimesters smoked: Months 4 to 6
n_smkmnth32	pregnancy 2: trimesters smoked: Months 7 to 9
n_pregsmk12	pregnancy 2: No. of cigarettes smoked during first trimester
n_pregsmk22	pregnancy 2: No. of cigarettes smoked during second trimester
n_pregsmk32	pregnancy 2: No. of cigarettes smoked during third trimester
n_aedrof2	pregnancy 2: Freq alcohol while preg
n_aepuwk2	pregnancy 2: Units alcohol per week
n_aepuda2	pregnancy 2: Units alcohol per occasion
n_lchmulti2	pregnancy 2: Pregnancy resulted in multiple births
n_pregm3	pregnancy 3: Month of pregnancy
n_pregy43	pregnancy 3: Year of pregnancy
n_pregfert3	pregnancy 3: Used fertility treatment
n_pregft13	pregnancy 3: In vitro fertilisation treatment
n_pregft23	pregnancy 3: Medication
n_pregft33	pregnancy 3: Sperm donation
n_pregft43	pregnancy 3: Egg donation
n_pregft53	pregnancy 3: Artificial insemination
n_pregft63	pregnancy 3: Other treatment
n_pregft963	pregnancy 3: None of these
n_pregspd3	pregnancy 3: Sperm donation
n_pregout3	pregnancy 3: Outcome of pregnancy
n_pregend3	pregnancy 3: How pregnancy ended
n_endmnth3	pregnancy 3: Month pregnancy ended if not live birth
n_pregsmoke3	pregnancy 3: Smoked during pregnancy
n_smkmnth13	pregnancy 3: trimesters smoked: Months 1 to 3
n_smkmnth23	pregnancy 3: trimesters smoked: Months 4 to 6
n_smkmnth33	pregnancy 3: trimesters smoked: Months 7 to 9
n_pregsmk13	pregnancy 3: No. of cigarettes smoked during first trimester
n_pregsmk23	pregnancy 3: No. of cigarettes smoked during second trimester
n_pregsmk33	pregnancy 3: No. of cigarettes smoked during third trimester
n_aedrof3	pregnancy 3: Freq alcohol while preg
n_aepuwk3	pregnancy 3: Units alcohol per week
n_aepuda3	pregnancy 3: Units alcohol per occasion
n_lchmulti3	pregnancy 3: Pregnancy resulted in multiple births
n_pregm4	pregnancy 4: Month of pregnancy
n_pregy44	pregnancy 4: Year of pregnancy
n_pregfert4	pregnancy 4: Used fertility treatment
n_pregft14	pregnancy 4: In vitro fertilisation treatment
n_pregft24	pregnancy 4: Medication
n_pregft34	pregnancy 4: Sperm donation
n_pregft44	pregnancy 4: Egg donation
n_pregft54	pregnancy 4: Artificial insemination
n_pregft64	pregnancy 4: Other treatment
n_pregft964	pregnancy 4: None of these
n_pregspd4	pregnancy 4: Sperm donation
n_pregout4	pregnancy 4: Outcome of pregnancy
n_pregend4	pregnancy 4: How pregnancy ended
n_endmnth4	pregnancy 4: Month pregnancy ended if not live birth
n_pregsmoke4	pregnancy 4: Smoked during pregnancy
n_smkmnth14	pregnancy 4: trimesters smoked: Months 1 to 3
n_smkmnth24	pregnancy 4: trimesters smoked: Months 4 to 6
n_smkmnth34	pregnancy 4: trimesters smoked: Months 7 to 9
n_pregsmk14	pregnancy 4: No. of cigarettes smoked during first trimester
n_pregsmk24	pregnancy 4: No. of cigarettes smoked during second trimester
n_pregsmk34	pregnancy 4: No. of cigarettes smoked during third trimester
n_aedrof4	pregnancy 4: Freq alcohol while preg
n_aepuwk4	pregnancy 4: Units alcohol per week
n_aepuda4	pregnancy 4: Units alcohol per occasion
n_lchmulti4	pregnancy 4: Pregnancy resulted in multiple births
n_prevhcondno1	Previous health condition:    Asthma
n_hospcp1	Hospital in-patient due to diagnosed condition: Asthma
n_hospdcp1	Hospital in-patient days due to prior condition: Asthma
n_hcondp1	Still has prior diagnosed condition:    Asthma
n_prevhcondno3	Previous health condition:    Congestive heart failure
n_hospcp3	Hospital in-patient due to diagnosed condition: Congestive heart failure
n_hospdcp3	Hospital in-patient days due to prior condition: Congestive heart failure
n_hcondp3	Still has prior diagnosed condition:    Congestive heart failure
n_prevhcondno4	Previous health condition:    Coronary heart disease
n_hospcp4	Hospital in-patient due to diagnosed condition: Coronary heart disease
n_hospdcp4	Hospital in-patient days due to prior condition: Coronary heart disease
n_hcondp4	Still has prior diagnosed condition:    Coronary heart disease
n_prevhcondno5	Previous health condition:    Angina
n_hospcp5	Hospital in-patient due to diagnosed condition: Angina
n_hospdcp5	Hospital in-patient days due to prior condition: Angina
n_hcondp5	Still has prior diagnosed condition:    Angina
n_prevhcondno8	Previous health condition:    Emphysema
n_hospcp8	Hospital in-patient due to diagnosed condition: Emphysema
n_hospdcp8	Hospital in-patient days due to prior condition: Emphysema
n_hcondp8	Still has prior diagnosed condition:    Emphysema
n_prevhcondno10	Previous health condition:    Hypothyroidism or an under-active thyroid
n_hospcp10	Hospital in-patient due to diagnosed condition: Hypothyroidism or an under-activ
n_hospdcp10	Hospital in-patient days due to prior condition: Hypothyroidism or an under-acti
n_hcondp10	Still has prior diagnosed condition:    Hypothyroidism or an under-active thyroid
n_prevhcondno11	Previous health condition:    Chronic bronchitis
n_hospcp11	Hospital in-patient due to diagnosed condition: Chronic bronchitis
n_hospdcp11	Hospital in-patient days due to prior condition: Chronic bronchitis
n_hcondp11	Still has prior diagnosed condition:    Chronic bronchitis
n_prevhcondno12	Previous health condition:    Any kind of liver condition
n_hospcp12	Hospital in-patient due to diagnosed condition: Any kind of liver condition
n_hospdcp12	Hospital in-patient days due to prior condition: Any kind of liver condition
n_hcondp12	Still has prior diagnosed condition:    Any kind of liver condition
n_prevhcondno15	Previous health condition:    Epilepsy
n_hospcp15	Hospital in-patient due to diagnosed condition: Epilepsy
n_hospdcp15	Hospital in-patient days due to prior condition: Epilepsy
n_hcondp15	Still has prior diagnosed condition:    Epilepsy
n_prevhcondno16	Previous health condition:    High blood pressure
n_hospcp16	Hospital in-patient due to diagnosed condition: High blood pressure
n_hospdcp16	Hospital in-patient days due to prior condition: High blood pressure
n_hcondp16	Still has prior diagnosed condition:    High blood pressure
n_prevhcondno19	Previous health condition:    Multiple sclerosis
n_hospcp19	Hospital in-patient due to diagnosed condition: Multiple sclerosis
n_hospdcp19	Hospital in-patient days due to prior condition: Multiple sclerosis
n_hcondp19	Still has prior diagnosed condition:    Multiple sclerosis
n_prevhcondno21	Previous health condition:    COPD (Chronic Obstructive Pulmonary Disease)
n_hospcp21	Hospital in-patient due to diagnosed condition: COPD (Chronic Obstructive Pulmon
n_hospdcp21	Hospital in-patient days due to prior condition: COPD (Chronic Obstructive Pulmo
n_hcondp21	Still has prior diagnosed condition:    COPD (Chronic Obstructive Pulmonary Diseas
n_prevhcondno23	Previous health condition:    Osteoarthritis
n_hospcp23	Hospital in-patient due to diagnosed condition: Osteoarthritis
n_hospdcp23	Hospital in-patient days due to prior condition: Osteoarthritis
n_hcondp23	Still has prior diagnosed condition:    Osteoarthritis
n_prevhcondno24	Previous health condition:    Rheumatoid arthritis
n_hospcp24	Hospital in-patient due to diagnosed condition: Rheumatoid arthritis
n_hospdcp24	Hospital in-patient days due to prior condition: Rheumatoid arthritis
n_hcondp24	Still has prior diagnosed condition:    Rheumatoid arthritis
n_prevhcondno26	Previous health condition:    Bowel/colorectal cancer
n_hospcp26	Hospital in-patient due to diagnosed condition: Bowel/colorectal cancer
n_hospdcp26	Hospital in-patient days due to prior condition: Bowel/colorectal cancer
n_hcondp26	Still has prior diagnosed condition:    Bowel/colorectal cancer
n_prevhcondno27	Previous health condition:    Lung cancer
n_hospcp27	Hospital in-patient due to diagnosed condition: Lung cancer
n_hospdcp27	Hospital in-patient days due to prior condition: Lung cancer
n_hcondp27	Still has prior diagnosed condition:    Lung cancer
n_prevhcondno28	Previous health condition:    Breast cancer
n_hospcp28	Hospital in-patient due to diagnosed condition: Breast cancer
n_hospdcp28	Hospital in-patient days due to prior condition: Breast cancer
n_hcondp28	Still has prior diagnosed condition:    Breast cancer
n_prevhcondno29	Previous health condition:    Prostate cancer
n_hospcp29	Hospital in-patient due to diagnosed condition: Prostate cancer
n_hospdcp29	Hospital in-patient days due to prior condition: Prostate cancer
n_hcondp29	Still has prior diagnosed condition:    Prostate cancer
n_prevhcondno30	Previous health condition:    Liver cancer
n_hospcp30	Hospital in-patient due to diagnosed condition: Liver cancer
n_hospdcp30	Hospital in-patient days due to prior condition: Liver cancer
n_hcondp30	Still has prior diagnosed condition:    Liver cancer
n_prevhcondno31	Previous health condition:    Skin cancer or melanoma
n_hospcp31	Hospital in-patient due to diagnosed condition: Skin cancer or melanoma
n_hospdcp31	Hospital in-patient days due to prior condition: Skin cancer or melanoma
n_hcondp31	Still has prior diagnosed condition:    Skin cancer or melanoma
n_prevhcondno33	Previous health condition:    Type 1 diabetes
n_hospcp33	Hospital in-patient due to diagnosed condition: Type 1 diabetes
n_hospdcp33	Hospital in-patient days due to prior condition: Type 1 diabetes
n_hcondp33	Still has prior diagnosed condition:    Type 1 diabetes
n_prevhcondno34	Previous health condition:    Type 2 diabetes
n_hospcp34	Hospital in-patient due to diagnosed condition: Type 2 diabetes
n_hospdcp34	Hospital in-patient days due to prior condition: Type 2 diabetes
n_hcondp34	Still has prior diagnosed condition:    Type 2 diabetes
n_prevhcondno35	Previous health condition:    Gestational diabetes/during pregnancy
n_hospcp35	Hospital in-patient due to diagnosed condition: Gestational diabetes/during preg
n_hospdcp35	Hospital in-patient days due to prior condition: Gestational diabetes/during pre
n_hcondp35	Still has prior diagnosed condition:    Gestational diabetes/during pregnancy
n_prevhcondno38	Previous health condition:    Depression
n_hospcp38	Hospital in-patient due to diagnosed condition: Depression
n_hospdcp38	Hospital in-patient days due to prior condition: Depression
n_hcondp38	Still has prior diagnosed condition:    Depression
n_prevhcondno39	Previous health condition:    Psychosis or schizophrenia
n_hospcp39	Hospital in-patient due to diagnosed condition: Psychosis or schizophrenia
n_hospdcp39	Hospital in-patient days due to prior condition: Psychosis or schizophrenia
n_hcondp39	Still has prior diagnosed condition:    Psychosis or schizophrenia
n_prevhcondno40	Previous health condition:    Bipolar disorder or manic depression
n_hospcp40	Hospital in-patient due to diagnosed condition: Bipolar disorder or manic depres
n_hospdcp40	Hospital in-patient days due to prior condition: Bipolar disorder or manic depre
n_hcondp40	Still has prior diagnosed condition:    Bipolar disorder or manic depression
n_prevhcondno41	Previous health condition:    Eating disorder
n_hospcp41	Hospital in-patient due to diagnosed condition: Eating disorder
n_hospdcp41	Hospital in-patient days due to prior condition: Eating disorder
n_hcondp41	Still has prior diagnosed condition:    Eating disorder
n_prevhcondno42	Previous health condition:    Post-traumatic stress disorder
n_hospcp42	Hospital in-patient due to diagnosed condition: Post-traumatic stress disorder
n_hospdcp42	Hospital in-patient days due to prior condition: Post-traumatic stress disorder
n_hcondp42	Still has prior diagnosed condition:    Post-traumatic stress disorder
n_prevhcondno66	Previous health condition: A phobia
n_hospcp66	Hospital in-patient due to diagnosed condition: A phobia
n_hospdcp66	Hospital in-patient days due to prior condition: A phobia
n_hcondp66	Still has prior diagnosed condition: A phobia
n_prevhcondno67	Previous health condition: Panic attacks
n_hospcp67	Hospital in-patient due to diagnosed condition: Panic attacks
n_hospdcp67	Hospital in-patient days due to prior condition: Panic attacks
n_hcondp67	Still has prior diagnosed condition: Panic attacks
n_prevhcondno68	Previous health condition: Attention deficit hyperactivity disorder (ADHD) or At
n_hospcp68	Hospital in-patient due to diagnosed condition: Attention deficit hyperactivity
n_hospdcp68	Hospital in-patient days due to prior condition: Attention deficit hyperactivity
n_hcondp68	Still has prior diagnosed condition: Attention deficit hyperactivity disorder (A
n_prevhcondno69	Previous health condition: Post-natal depression
n_hospcp69	Hospital in-patient due to diagnosed condition: Post-natal depression
n_hospdcp69	Hospital in-patient days due to prior condition: Post-natal depression
n_hcondp69	Still has prior diagnosed condition: Post-natal depression
n_prevhcondno70	Previous health condition: Dementia (including Alzheimer’s)
n_hospcp70	Hospital in-patient due to diagnosed condition: Dementia (including Alzheimer's)
n_hospdcp70	Hospital in-patient days due to prior condition: Dementia (including Alzheimer's
n_hcondp70	Still has prior diagnosed condition: Dementia (including Alzheimer's)
n_prevhcondno72	Previous health condition: A personality disorder
n_hospcp72	Hospital in-patient due to diagnosed condition: A personality disorder
n_hospdcp72	Hospital in-patient days due to prior condition: A personality disorder
n_hcondp72	Still has prior diagnosed condition: A personality disorder
n_prevhcondno73	Previous health condition: Obsessive compulsive disorder (OCD)
n_hospcp73	Hospital in-patient due to diagnosed condition: Obsessive compulsive disorder (O
n_hospdcp73	Hospital in-patient days due to prior condition: Obsessive compulsive disorder (
n_hcondp73	Still has prior diagnosed condition: Obsessive compulsive disorder (OCD)
n_prevhcondno74	Previous health condition: Seasonal affective disorder
n_hospcp74	Hospital in-patient due to diagnosed condition: Seasonal affective disorder
n_hospdcp74	Hospital in-patient days due to prior condition: Seasonal affective disorder
n_hcondp74	Still has prior diagnosed condition: Seasonal affective disorder
n_prevhcondno75	Previous health condition: Alcohol or drug dependence
n_hospcp75	Hospital in-patient due to diagnosed condition: Alcohol or drug dependence
n_hospdcp75	Hospital in-patient days due to prior condition: Alcohol or drug dependence
n_hcondp75	Still has prior diagnosed condition: Alcohol or drug dependence
n_prevhcondno78	Previous health condition: Cystic Fibrosis
n_hospcp78	Hospital in-patient due to diagnosed condition: Cystic Fibrosis
n_hospdcp78	Hospital in-patient days due to prior condition: Cystic Fibrosis
n_hcondp78	Still has prior diagnosed condition: Cystic Fibrosis
n_prevhcondno79	Previous health condition: Blood or bone marrow cancer, such as leukaemia
n_hospcp79	Hospital in-patient due to diagnosed condition: Blood or bone marrow cancer, suc
n_hospdcp79	Hospital in-patient days due to prior condition: Blood or bone marrow cancer, su
n_hcondp79	Still has prior diagnosed condition: Blood or bone marrow cancer, such as leukae
n_prevhcondno81	Previous health condition: Parkinson's disease
n_hospcp81	Hospital in-patient due to diagnosed condition: Parkinson's disease
n_hospdcp81	Hospital in-patient days due to prior condition: Parkinson's disease
n_hcondp81	Still has prior diagnosed condition: Parkinson's disease
n_prevhcondno82	Previous health condition: Motor Neurone disease
n_hospcp82	Hospital in-patient due to diagnosed condition: Motor Neurone disease
n_hospdcp82	Hospital in-patient days due to prior condition: Motor Neurone disease
n_hcondp82	Still has prior diagnosed condition: Motor Neurone disease
n_prevhcondno83	Previous health condition: A learning disability
n_hospcp83	Hospital in-patient due to diagnosed condition: A learning disability
n_hospdcp83	Hospital in-patient days due to prior condition: A learning disability
n_hcondp83	Still has prior diagnosed condition: A learning disability
n_prevhcondno84	Previous health condition: Cerebral palsy
n_hospcp84	Hospital in-patient due to diagnosed condition: Cerebral palsy
n_hospdcp84	Hospital in-patient days due to prior condition: Cerebral palsy
n_hcondp84	Still has prior diagnosed condition: Cerebral palsy
n_prevhcondno86	Previous health condition: Problems with your spleen
n_hospcp86	Hospital in-patient due to diagnosed condition: Problems with your spleen
n_hospdcp86	Hospital in-patient days due to prior condition: Problems with your spleen
n_hcondp86	Still has prior diagnosed condition: Problems with your spleen
n_prevhcondno87	Previous health condition: Sickle cell disease
n_hospcp87	Hospital in-patient due to diagnosed condition: Sickle cell disease
n_hospdcp87	Hospital in-patient days due to prior condition: Sickle cell disease
n_hcondp87	Still has prior diagnosed condition: Sickle cell disease
n_prevhcondno88	Previous health condition: Very overweight (a BMI of 40 or above)
n_hospcp88	Hospital in-patient due to diagnosed condition: Very overweight (a BMI of 40 or
n_hospdcp88	Hospital in-patient days due to prior condition: Very overweight (a BMI of 40 or
n_hcondp88	Still has prior diagnosed condition: Very overweight (a BMI of 40 or above)
n_prevhcondno89	Previous health condition: Generalised anxiety disorder
n_hospcp89	Hospital in-patient due to diagnosed condition: Generalised anxiety disorder
n_hospdcp89	Hospital in-patient days due to prior condition: Generalised anxiety disorder
n_hcondp89	Still has prior diagnosed condition: Generalised anxiety disorder
n_prevhcondno71	Previous health condition: Nervous breakdown
n_hcondp71	Still has prior diagnosed condition: Nervous breakdown
n_hospcp71	Hospital in-patient due to diagnosed condition: Nervous breakdown
n_hospdcp71	Hospital in-patient days due to prior condition: Nervous breakdown
n_prevhcondno80	Previous health condition: Chronic kidney disease
n_hcondp80	Still has prior diagnosed condition: Chronic kidney disease
n_hospcp80	Hospital in-patient due to diagnosed condition: Chronic kidney disease
n_hospdcp80	Hospital in-patient days due to prior condition: Chronic kidney disease
n_opserv1	service no.1: Satisfaction with service use
n_srvynot1	service no.1: Why not use service in last 12 months
n_opserv2	service no.2: Satisfaction with service use
n_srvynot2	service no.2: Why not use service in last 12 months
n_opserv3	service no.3: Satisfaction with service use
n_srvynot3	service no.3: Why not use service in last 12 months
n_opserv4	service no.4: Satisfaction with service use
n_srvynot4	service no.4: Why not use service in last 12 months
n_opserv5	service no.5: Satisfaction with service use
n_srvynot5	service no.5: Why not use service in last 12 months
n_opserv6	service no.6: Satisfaction with service use
n_srvynot6	service no.6: Why not use service in last 12 months
n_opserv7	service no.7: Satisfaction with service use
n_srvynot7	service no.7: Why not use service in last 12 months
n_opserv8	service no.8: Satisfaction with service use
n_srvynot8	service no.8: Why not use service in last 12 months
n_opserv9	service no.9: Satisfaction with service use
n_srvynot9	service no.9: Why not use service in last 12 months
n_opserv10	service no.10: Satisfaction with service use
n_srvynot10	service no.10: Why not use service in last 12 months
n_lscyb41	stepchild no. 1: Year step-child joined resp HH
n_lsclv1	stepchild no. 1: Step-child still lives in resp HH
n_lscno1	stepchild no. 1: PNO of step-child in HH
n_lchchkstep1	stepchild no. 1: Date of birth check - resident step-child
n_lschhgmis1	stepchild no. 1: Child's other parent lives in household
n_lscyd41	stepchild no. 1: Year of death - step-child
n_lscsx1	stepchild no. 1: Sex of step-child
n_lscal1	stepchild no. 1: Age of step-child when last lived with resp
n_lscby41	stepchild no. 1: Year of birth - step-child
n_reltopwcsfh1	stepchild no. 1: Relationship to child's mother/father
n_lscyb42	stepchild no. 2: Year step-child joined resp HH
n_lsclv2	stepchild no. 2: Step-child still lives in resp HH
n_lscno2	stepchild no. 2: PNO of step-child in HH
n_lchchkstep2	stepchild no. 2: Date of birth check - resident step-child
n_lschhgmis2	stepchild no. 2: Child's other parent lives in household
n_lscyd42	stepchild no. 2: Year of death - step-child
n_lscsx2	stepchild no. 2: Sex of step-child
n_lscal2	stepchild no. 2: Age of step-child when last lived with resp
n_lscby42	stepchild no. 2: Year of birth - step-child
n_reltopwcsfh2	stepchild no. 2: Relationship to child's mother/father
n_lscyb43	stepchild no. 3: Year step-child joined resp HH
n_lsclv3	stepchild no. 3: Step-child still lives in resp HH
n_lscno3	stepchild no. 3: PNO of step-child in HH
n_lchchkstep3	stepchild no. 3: Date of birth check - resident step-child
n_lschhgmis3	stepchild no. 3: Child's other parent lives in household
n_lscyd43	stepchild no. 3: Year of death - step-child
n_lscsx3	stepchild no. 3: Sex of step-child
n_lscal3	stepchild no. 3: Age of step-child when last lived with resp
n_lscby43	stepchild no. 3: Year of birth - step-child
n_reltopwcsfh3	stepchild no. 3: Relationship to child's mother/father
n_lscyb44	stepchild no. 4: Year step-child joined resp HH
n_lsclv4	stepchild no. 4: Step-child still lives in resp HH
n_lscno4	stepchild no. 4: PNO of step-child in HH
n_lchchkstep4	stepchild no. 4: Date of birth check - resident step-child
n_lschhgmis4	stepchild no. 4: Child's other parent lives in household
n_lscyd44	stepchild no. 4: Year of death - step-child
n_lscsx4	stepchild no. 4: Sex of step-child
n_lscal4	stepchild no. 4: Age of step-child when last lived with resp
n_lscby44	stepchild no. 4: Year of birth - step-child
n_reltopwcsfh4	stepchild no. 4: Relationship to child's mother/father
n_lscyb45	stepchild no. 5: Year step-child joined resp HH
n_lsclv5	stepchild no. 5: Step-child still lives in resp HH
n_lscno5	stepchild no. 5: PNO of step-child in HH
n_lchchkstep5	stepchild no. 5: Date of birth check - resident step-child
n_lschhgmis5	stepchild no. 5: Child's other parent lives in household
n_lscyd45	stepchild no. 5: Year of death - step-child
n_lscsx5	stepchild no. 5: Sex of step-child
n_lscal5	stepchild no. 5: Age of step-child when last lived with resp
n_lscby45	stepchild no. 5: Year of birth - step-child
n_reltopwcsfh5	stepchild no. 5: Relationship to child's mother/father
n_trwho1	training spell 1: Training provider
n_traindays1	training spell 1: No. of days on training course
n_trainhrs1	training spell 1: No. of hours per day training
n_trainend1	training spell 1: Training ended
n_trainpurp11	training spell 1:    Purpose of training: To help you get started in your job
n_trainpurp21	training spell 1: Purpose of training: To improve your skills in your current jo
n_trainpurp31	training spell 1: Purpose of training: To maintain professional status and/or me
n_trainpurp41	training spell 1: Purpose of training: To prepare you for a job you might do in
n_trainpurp51	training spell 1: Purpose of training: To help you get a promotion
n_trainpurp61	training spell 1: Purpose of training: Health and Safety Training
n_trainpurp71	training spell 1: Purpose of training: For hobbies or leisure
n_trainqual1	training spell 1: Qualifications from training
n_trwho2	training spell 2: Training provider
n_traindays2	training spell 2: No. of days on training course
n_trainhrs2	training spell 2: No. of hours per day training
n_trainend2	training spell 2: Training ended
n_trainpurp12	training spell 2:    Purpose of training: To help you get started in your job
n_trainpurp22	training spell 2: Purpose of training: To improve your skills in your current jo
n_trainpurp32	training spell 2: Purpose of training: To maintain professional status and/or me
n_trainpurp42	training spell 2: Purpose of training: To prepare you for a job you might do in
n_trainpurp52	training spell 2: Purpose of training: To help you get a promotion
n_trainpurp62	training spell 2: Purpose of training: Health and Safety Training
n_trainpurp72	training spell 2: Purpose of training: For hobbies or leisure
n_trainqual2	training spell 2: Qualifications from training
n_trwho3	training spell 3: Training provider
n_traindays3	training spell 3: No. of days on training course
n_trainhrs3	training spell 3: No. of hours per day training
n_trainend3	training spell 3: Training ended
n_trainpurp13	training spell 3: Purpose of training: To help you get started in your job
n_trainpurp23	training spell 3: Purpose of training: To improve your skills in your current jo
n_trainpurp33	training spell 3: Purpose of training: To maintain professional status and/or me
n_trainpurp43	training spell 3: Purpose of training: To prepare you for a job you might do in
n_trainpurp53	training spell 3: Purpose of training: To help you get a promotion
n_trainpurp63	training spell 3: Purpose of training: Health and Safety Training
n_trainpurp73	training spell 3: Purpose of training: For hobbies or leisure
n_trainqual3	training spell 3: Qualifications from training
n_deviceo_code	Access to mobile technology via other devices
n_hednto_code	Other reason not going to HE
n_jbendoth_code	Job finished for other reasons
n_lgcvsympoth_code	Other symptoms of long Covid
n_mreasono_code	mreason - reason for moving to the UK
n_nxtendoth_code	Job finished for other reasons
n_scrx_code	other reason sc refused
n_scux_code	other reason resp unable
n_stendoth_code	Job finished for other reasons
n_wktecho_code	Technology use for work via other devices
n_xpmvoth_code	Prospective move for other reasons
n_yafutb	Young Adult: Future Plans 2nd mention
n_doneproxy	Proxy interview done previously for this respondent
n_iproxy	Able to do a proxy
n_plieng	Interview conducted in English
n_plitrans	Translated language
n_prel	Rel between proxy and proxy informant
n_preason	Reason for proxy
n_pripn	PNO of proxy informant
n_lprnt	Ever had/fathered children
n_lnprnt	No. of children natural parent to
n_ch1by4	DOB of eldest child: Year
n_qualoc	UK or non-UK qualification
n_qfvoc9	Vocational qualifications: NVQ/SVQ - Level 1 - 2
n_qfvoc10	Vocational qualifications: NVQ/SVQ - Level 3 - 5
n_sf1	General health
n_pjulk4wk	Looked for work in last 4 weeks
n_pjbptft	Part-time or full-time: current job
n_pjsptft	S/emp: part-time or full-time
n_prearn	Total earnings
n_prearnw_w14	Total earnings weekly
n_prearna_w14	Total earnings annually
n_pbnft1	Income types received: NI Retirement/State Retirement (old age) Pension
n_pbnft2	Income types received: Pension from previous employer(s)
n_pbnft13	Income types received: Universal Credit
n_pbnft3	Income types received: Disability Living Allowance
n_pbnft16	Child Disability Payment
n_pbnft14	Personal Independence Payments
n_pbnft17	Adult Disability Payment
n_pbnft15	Attendance Allowance
n_pbnft18	Pension Age Disability Payment
n_pbnft4	Income types received: Job Seekers Allowance (Unemployment) and/or Income Suppor
n_pbnft5	Income types received: Employment and Support Allowance
